time (s),altitude (ft),altitude_rate (ft/s),distance (m),drag (lbf),electric_power_in_total (kW),fuel_flow_rate_negative_total (lbm/h),mach (unitless),mach_rate (unitless/s),mass (kg),specific_energy_rate_excess (m/s),throttle (unitless),thrust_net_total (lbf),velocity (m/s)
0.0,0.0,8.333333333333334,1.0,17380.774229115348,0.0,-8916.48907187775,0.2,0.00013541666666666666,72473.08833435136,15.145793151122788,0.4876000579548388,24094.6108084132,68.05737270077049
160.16130859524844,1334.6775716270702,8.333333333333334,11458.10068789443,14637.91523429009,0.0,-7885.098014014001,0.22168851053893993,0.00013541666666666666,72304.05766002728,16.46313567566719,0.453583751852707,20775.417505089863,75.09079388705038
381.1512250712649,3176.2602089272073,8.333333333333334,29105.6018228522,12100.385929581846,0.0,-6947.423665102416,0.25161422839506714,0.00013541666666666666,72098.86349911915,17.67138411471243,0.4253202375445936,17606.791611894525,84.68111157286279
451.0937780554277,3759.114817128564,8.333333333333334,35131.05369015312,11508.306750811795,0.0,-6729.597864299323,0.26108561577833916,0.00013541666666666666,72038.47087512493,17.946314459709868,0.41950715363380287,16845.20676340764,87.6885406953946
451.0937780554277,3759.114817128564,8.333333333333334,35131.05369015312,11508.306750811795,0.0,-6729.597864299323,0.26108561577833916,0.00013541666666666666,72038.47087512493,17.946314459709868,0.41950715363380287,16845.20676340764,87.6885406953946
778.1886932561695,6484.905777134745,8.333333333333334,66081.48577384558,9616.27716062384,0.0,-6035.03518780605,0.3053797188784396,0.00013541666666666666,71776.4721280036,18.599751307554005,0.4080342774200843,14300.071986846742,101.57433671224162
1229.5129152167665,10245.94096013972,8.333333333333334,116145.54387653199,8422.96777972716,0.0,-5572.586132941089,0.36649654060227044,0.00013541666666666666,71449.15829035346,18.145533712187945,0.42366029923452236,12463.997554606865,120.24308113524813
1372.3554883571612,11436.295736309678,8.333333333333334,133731.83144574403,8237.112721109643,0.0,-5505.918256018649,0.3858398057150323,0.00013541666666666666,71349.18907899244,17.848089895133477,0.43300937755092034,12116.740125764898,126.0314799759832
1372.3554883571612,11436.295736309678,8.333333333333334,133731.83144574403,8237.112721109643,0.0,-5505.918256018649,0.3858398057150323,0.00013541666666666666,71349.18907899244,17.848089895133477,0.43300937755092034,12116.740125764898,126.0314799759832
1761.2389795364406,14676.991496137005,8.333333333333334,185754.66047663195,7988.361767652369,0.0,-5420.70443990437,0.4385011118122263,0.00013541666666666666,71081.88576749088,16.412351213566637,0.4728847228257894,11499.756807332788,141.49270970085888
2297.818825120695,19148.49020933912,8.333333333333334,267231.5560158624,7946.1266480318955,0.0,-5460.233681662612,0.5111629659017607,0.00013541666666666666,70715.09335289127,13.944626672298652,0.5470817109701304,11071.675430756994,162.0990338309868
2467.6445116428386,20563.70426369032,8.333333333333334,295296.88447358325,7941.014958294212,0.0,-5472.419062585841,0.5341601942849677,0.00013541666666666666,70597.74966205048,13.082136703276872,0.5744452614926416,10965.716792277068,168.44210711069562
2467.6445116428386,20563.70426369032,8.333333333333334,295296.88447358325,7941.014958294212,0.0,-5472.419062585841,0.5341601942849677,0.00013541666666666666,70597.74966205048,13.082136703276872,0.5744452614926416,10965.716792277068,168.44210711069562
2794.7394268435805,23289.495223696504,8.333333333333334,352354.107528433,7946.01144410367,0.0,-5507.5198945472775,0.5784542973850683,0.00013541666666666666,70371.54211810192,11.451767066480286,0.6302803989123478,10798.401634409665,180.41248453081275
3246.063648804178,27050.53040670148,8.333333333333334,437399.4779572285,8036.128350571776,0.0,-5580.823990737685,0.639571119108899,0.00013541666666666666,70056.40449107163,8.9835429267658,0.7251974231623726,10688.573567583091,196.38747814768624
3388.9062219445723,28240.885182871436,8.333333333333334,465802.16336695175,8065.672626184847,0.0,-5603.059032153464,0.6589143842216608,0.00013541666666666666,69955.7030760353,8.192068141765171,0.7587205469723012,10662.240364985004,201.31036537910003
3388.9062219445723,28240.885182871436,8.333333333333334,465802.16336695175,8065.672626184847,0.0,-5603.059032153464,0.6589143842216608,0.00013541666666666666,69955.7030760353,8.192068141765171,0.7587205469723012,10662.240364985004,201.31036537910003
3549.067530539821,29575.562754498507,8.333333333333334,498478.689027909,8098.028721688104,0.0,-5628.980845653351,0.6806028947606007,0.00013541666666666666,69842.3779368206,7.25774884426121,0.8002804766750776,10635.552066097833,206.75274127059586
3770.057447015837,31417.14539179864,8.333333333333334,544983.2855120711,8138.079883482955,0.0,-5670.665353859683,0.7105286126167278,0.00013541666666666666,69685.07870979817,6.093269393196766,0.8564084200588944,10599.76405531645,214.12710705262467
3840.0,32000.0,8.333333333333334,560039.4063896082,8153.083730495895,0.0,-5684.742579276818,0.72,0.00013541666666666666,69635.0414011969,5.72774182900985,0.8749790908789595,10592.010207880621,216.42809923352345
3840.0,32000.0,0.19665683382497545,560039.4063896082,8153.083730495895,0.0,-4509.858147506689,0.72,0.0,69635.0414011969,5.72774182900985,0.690490427342022,8195.601694236118,216.42809923352345
4264.177215732729,32083.417348226692,0.19665683382497545,651826.4525760334,8126.469110588757,0.0,-4493.40664092913,0.72,0.0,69394.4499002227,5.717574705217613,0.6908269370937334,8168.855704990391,216.34879352671078
4849.455197649678,32198.51626305795,0.19665683382497545,778418.5997293377,8089.890866153333,0.0,-4470.772819258449,0.72,0.0,69063.92410726691,5.703138132111506,0.6913067669542218,8132.096929439427,216.23932112574042
5034.693677818672,32234.944676070536,0.19665683382497545,818471.2313888315,8078.348782303927,0.0,-4463.625133817618,0.72,0.0,68959.661234297,5.69846988739633,0.6914624121030333,8120.49788456618,216.20466218867844
5034.693677818672,32234.944676070536,0.19665683382497545,818471.2313888315,8078.348782303927,0.0,-4463.625133817618,0.72,0.0,68959.661234297,5.69846988739633,0.6914624121030333,8120.49788456618,216.20466218867844
5900.984117295636,32405.306611070922,0.19665683382497545,1005697.0262375274,8024.592829722803,0.0,-4430.298893119133,0.72,0.0,68474.27345761571,5.675999737652167,0.6922147850235176,8066.476670176899,216.0425032260492
7096.288111394404,32640.371310008733,0.19665683382497545,1263799.6665364136,7951.0207298566165,0.0,-4384.586911725935,0.72,0.0,67810.4910763329,5.643245986871307,0.6933204620043113,7992.541591827473,215.81856126335055
7474.597738695918,32714.768483519354,0.19665683382497545,1345432.4879370944,7927.880273262216,0.0,-4370.184471501078,0.72,0.0,67601.8378027564,5.632451031060577,0.693687083658733,7969.286982746574,215.7476370222086
7474.597738695918,32714.768483519354,0.19665683382497545,1345432.4879370944,7927.880273262216,0.0,-4370.184471501078,0.72,0.0,67601.8378027564,5.632451031060577,0.693687083658733,7969.286982746574,215.7476370222086
8504.53135986604,32917.31196850856,0.19665683382497545,1567538.7452005432,7865.233873746999,0.0,-4331.132464191529,0.72,0.0,67037.25770994968,5.602002832579716,0.6947267943508618,7906.331576467114,215.55443277847954
9925.629544655589,33196.78063808369,0.19665683382497545,1873673.1669492468,7779.638417014416,0.0,-4277.6249407423265,0.7199999999999999,0.0,66266.5421451743,5.557409296199803,0.696263706355674,7820.313983881252,215.28757184951033
10375.40226130408,33285.23151648064,0.19665683382497545,1970484.6312981592,7752.749114145409,0.0,-4260.779227575714,0.72,0.0,66024.6048760278,5.542665295848053,0.6967753318656675,7793.292093996285,215.20304382561085
10375.40226130408,33285.23151648064,0.19665683382497545,1970484.6312981592,7752.749114145409,0.0,-4260.779227575714,0.72,0.0,66024.6048760278,5.542665295848053,0.6967753318656675,7793.292093996285,215.20304382561085
11241.692700781045,33455.593451481036,0.19665683382497545,2156842.4137636526,7701.230432927199,0.0,-4228.453094151355,0.7200000000000001,0.0,65561.30322455848,5.51340164026952,0.6977957056942152,7741.519415123782,215.04014594527848
12436.996694879812,33690.65815041884,0.19665683382497545,2413746.32168934,7630.732182306576,0.0,-4184.106933338856,0.72,0.0,64927.81692945352,5.471126531838282,0.6992809571585548,7670.673656865464,214.81518167649787
12815.306322181326,33765.05532392947,0.19665683382497545,2494999.493599899,7608.561428998553,0.0,-4170.133310210064,0.72,0.0,64728.7095491598,5.457282148399232,0.6997701532192612,7648.393630471888,214.74393321216587
12815.306322181326,33765.05532392947,0.19665683382497545,2494999.493599899,7608.561428998553,0.0,-4170.133310210064,0.72,0.0,64728.7095491598,5.457282148399232,0.6997701532192612,7648.393630471888,214.74393321216587
13239.483537914055,33848.47267215615,0.19665683382497545,2586072.02583254,7583.783589574479,0.0,-4154.500625025742,0.7199999999999999,0.0,64506.25289324441,5.4414907633874074,0.7003298023518542,7623.493675202725,214.66401881514506
13824.761519831003,33963.57158698741,0.19665683382497545,2711677.865364519,7549.7357062844,0.0,-4132.991494157769,0.7199999999999999,0.0,64200.67780681652,5.4192324298178365,0.7011215993702592,7589.278000048663,214.55370543704703
14009.999999999998,34000.0,0.19665683382497545,2751418.2314486457,7538.993590947369,0.0,-4126.198565126642,0.72,0.0,64104.29449300895,5.412073605378323,0.7013769888237901,7578.482948719283,214.5187800652524
14009.999999999998,34000.0,-7.36434359795774,2751418.2314486457,7538.993590947369,0.0,-3256.531168644573,0.72,-7.913921478402347e-05,64104.29449300895,5.412073605378323,0.5440176658316604,5720.406992631654,214.5187800652524
14199.730498612878,32602.759417202913,-7.36434359795774,2791817.4118504473,7532.180683063374,0.0,-3257.981960923332,0.7049848773191955,-7.913921478402347e-05,64026.42933932796,6.444111825213778,0.5117887138393724,5691.566032983755,211.35290812525807
14461.519862156185,30674.85259377933,-7.36434359795774,2846561.440519675,7533.106074348765,0.0,-3261.3447817750393,0.6842670726495689,-7.913921478402347e-05,63918.91399098039,7.815507208782753,0.4736022279123673,5660.3397517325475,206.88067905542727
14544.375300640886,30064.676675818537,-7.36434359795774,2863642.0215527313,7537.123327991361,0.0,-3262.875042292947,0.6777099583073036,-7.913921478402347e-05,63884.85969027449,8.231346034620502,0.462967288347337,5653.731916246677,205.44035420521382
14544.375300640886,30064.676675818537,-7.36434359795774,2863642.0215527313,7537.123327991361,0.0,-3262.875042292947,0.6777099583073036,-7.913921478402347e-05,63884.85969027449,8.231346034620502,0.462967288347337,5653.731916246677,205.44035420521382
14931.858906382451,27211.114264562064,-7.36434359795774,2941914.820375222,7555.100864120686,0.0,-3287.4127352157434,0.6470448100072341,-7.913921478402347e-05,63724.91742631528,10.521898048330522,0.4118429044375506,5618.927725841693,198.54796476942104
15466.507195783317,23273.78055735373,-7.36434359795774,3045428.931715483,7575.532299884326,0.0,-3303.9905831242177,0.6047331641984282,-7.913921478402347e-05,63502.791482122375,13.757666935129954,0.3533824353930147,5557.096688534862,188.6206279137495
15635.72155137755,22027.627901050808,-7.36434359795774,3077070.292249636,7576.174041024282,0.0,-3307.9810990605306,0.5913416729665161,-7.913921478402347e-05,63432.33325547498,14.843294696968103,0.33653982400959737,5529.097551809072,185.37975904579085
15635.72155137755,22027.627901050808,-7.36434359795774,3077070.292249636,7576.174041024282,0.0,-3307.9810990605306,0.5913416729665161,-7.913921478402347e-05,63432.33325547498,14.843294696968103,0.33653982400959737,5529.097551809072,185.37975904579085
16096.401220711563,18635.024527481575,-7.36434359795774,3160390.8390545673,7560.550097647064,0.0,-3303.9833399781814,0.5548838456684587,-7.913921478402347e-05,63240.38156266253,17.86863503545499,0.2949181777758803,5428.124418353965,176.32034565941893
16732.04513834213,13953.924312098105,-7.36434359795774,3268342.7519754046,7529.6220535273915,0.0,-3279.095440724145,0.5045794851449348,-7.913921478402347e-05,62976.61295192725,22.253304348023637,0.24636568989731247,5258.232741226307,163.2633028938937
16933.224264959714,12472.372098949194,-7.36434359795774,3300756.639969773,7503.39296450136,0.0,-3261.1744986637254,0.48865832703348383,-7.913921478402347e-05,62893.6483626987,23.747666866888565,0.23058385668455572,5181.835353165708,158.99885173827496
16933.224264959714,12472.372098949194,-7.36434359795774,3300756.639969773,7503.39296450136,0.0,-3261.1744986637254,0.48865832703348383,-7.913921478402347e-05,62893.6483626987,23.747666866888565,0.23058385668455572,5181.835353165708,158.99885173827496
17320.70787070128,9618.809687692723,-7.36434359795774,3360741.816468014,7429.697634747424,0.0,-3201.215500609245,0.4579931787334144,-7.913921478402347e-05,62735.78989732771,26.465870759726446,0.2033447766066198,5001.336626622978,150.6098186194414
17855.356160102147,5681.475980484388,-7.36434359795774,3438080.968188465,7260.9834997150465,0.0,-3076.2343388512304,0.4156815329246083,-7.913921478402347e-05,62524.07607031204,30.449618561968126,0.1683635035936758,4658.533528553542,138.66141565826337
18024.570515696378,4435.323324181464,-7.36434359795774,3461214.3823344875,7199.753342249045,0.0,-3023.6446483891305,0.4022900416926963,-7.913921478402347e-05,62459.01052371079,31.620377595644136,0.15860596136565258,4534.356878850653,134.79094549067398
18024.570515696378,4435.323324181464,-7.36434359795774,3461214.3823344875,7199.753342249045,0.0,-3023.6446483891305,0.4022900416926963,-7.913921478402347e-05,62459.01052371079,31.620377595644136,0.15860596136565258,4534.356878850653,134.79094549067398
18214.301014309258,3038.0827413843745,-7.36434359795774,3486369.1266760845,7131.447046120507,0.0,-2967.4302215506564,0.3872749190118917,-7.913921478402347e-05,62387.412657531015,32.99135202624952,0.14807172932807247,4390.163730113877,130.40117072492166
18476.090377852564,1110.1759179607957,-7.36434359795774,3519699.620070007,7050.863069976291,0.0,-2900.0649933733957,0.36655711434226523,-7.913921478402347e-05,62290.67578067159,34.71059915685162,0.1351763792239134,4194.439198625133,124.257649356042
18558.945816337266,500.0,-7.36434359795774,3529912.0,7031.197159884759,0.0,-2888.9734506406216,0.36,-7.913921478402347e-05,62260.49969431817,35.23746456136158,0.13143166125999414,4135.520463485971,122.29253366343002
